id,Year,Category,Nominee
750,2002.0,Animated Feature Film,Spirited Away
751,2002.0,Art Direction,Chicago
752,2002.0,Cinematography,Road to Perdition
753,2002.0,Costume Design,Chicago
754,2002.0,Directing,The Pianist
755,2002.0,Documentary (Feature),Bowling for Columbine
756,2002.0,Documentary (Short Subject),Twin Towers
757,2002.0,Film Editing,Chicago
758,2002.0,Foreign Language Film,Nowhere in Africa
759,2002.0,Makeup,Frida
760,2002.0,Music (Original Score),Frida
761,2002.0,Music (Original Song),"""Lose Yourself"" from 8 Mile"
762,2002.0,Best Picture,Chicago
763,2002.0,Short Film (Animated),The ChubbChubbs!
764,2002.0,Short Film (Live Action),This Charming Man (Der Er En Yndig Mand)
765,2002.0,Sound,Chicago
766,2002.0,Sound Editing,The Lord of the Rings: The Two Towers
767,2002.0,Visual Effects,The Lord of the Rings: The Two Towers
768,2002.0,Writing (Adapted Screenplay),The Pianist
769,2002.0,Writing (Original Screenplay),Talk to Her
770,2002.0,Honorary Award,Peter O'Toole
771,2002.0,John A. Bonner Medal of Commendation,Curt R. Behlmer
772,2002.0,John A. Bonner Medal of Commendation,Richard B. Glickman
773,2003.0,Actor in a Leading Role,Sean Penn
774,2003.0,Actor in a Supporting Role,Tim Robbins
775,2003.0,Actress in a Leading Role,Charlize Theron
776,2003.0,Actress in a Supporting Role,Renée Zellweger
777,2003.0,Animated Feature Film,Finding Nemo
778,2003.0,Art Direction,The Lord of the Rings: The Return of the King
779,2003.0,Cinematography,Master and Commander: The Far Side of the World
780,2003.0,Costume Design,The Lord of the Rings: The Return of the King
781,2003.0,Directing,The Lord of the Rings: The Return of the King
782,2003.0,Documentary (Feature),The Fog of War
783,2003.0,Documentary (Short Subject),Chernobyl Heart
784,2003.0,Film Editing,The Lord of the Rings: The Return of the King
785,2003.0,Foreign Language Film,The Barbarian Invasions
786,2003.0,Makeup,The Lord of the Rings: The Return of the King
787,2003.0,Music (Original Score),The Lord of the Rings: The Return of the King
788,2003.0,Music (Original Song),"""Into The West"" from The Lord of the Rings: The Return of the King"
789,2003.0,Best Picture,The Lord of the Rings: The Return of the King
790,2003.0,Short Film (Animated),Harvie Krumpet
791,2003.0,Short Film (Live Action),Two Soldiers
792,2003.0,Sound Editing,Master and Commander: The Far Side of the World
793,2003.0,Sound Mixing,The Lord of the Rings: The Return of the King
794,2003.0,Visual Effects,The Lord of the Rings: The Return of the King
795,2003.0,Writing (Adapted Screenplay),The Lord of the Rings: The Return of the King
796,2003.0,Writing (Original Screenplay),Lost in Translation
797,2003.0,Honorary Award,Blake Edwards
798,2003.0,Gordon E. Sawyer Award,Peter D. Parks
799,2003.0,John A. Bonner Medal of Commendation,Douglas Greenfield
800,2004.0,Actor in a Leading Role,Jamie Foxx
801,2004.0,Actor in a Supporting Role,Morgan Freeman
802,2004.0,Actress in a Leading Role,Hilary Swank
803,2004.0,Actress in a Supporting Role,Cate Blanchett
804,2004.0,Animated Feature Film,The Incredibles
805,2004.0,Art Direction,The Aviator
806,2004.0,Cinematography,The Aviator
807,2004.0,Costume Design,The Aviator
808,2004.0,Directing,Million Dollar Baby
809,2004.0,Documentary (Feature),Born into Brothels
810,2004.0,Documentary (Short Subject),Mighty Times: The Children's March
811,2004.0,Film Editing,The Aviator
812,2004.0,Foreign Language Film,The Sea Inside
813,2004.0,Makeup,Lemony Snicket's A Series of Unfortunate Events
814,2004.0,Music (Original Score),Finding Neverland
815,2004.0,Music (Original Song),"""Al Otro Lado Del Río"" from The Motorcycle Diaries"
816,2004.0,Best Picture,Million Dollar Baby
817,2004.0,Short Film (Animated),Ryan
818,2004.0,Short Film (Live Action),Wasp
819,2004.0,Sound Editing,The Incredibles
820,2004.0,Sound Mixing,Ray
821,2004.0,Visual Effects,Spider-Man 2
822,2004.0,Writing (Adapted Screenplay),Sideways
823,2004.0,Writing (Original Screenplay),Eternal Sunshine of the Spotless Mind
824,2004.0,Jean Hersholt Humanitarian Award,Roger Mayer
825,2004.0,Honorary Award,Sidney Lumet
826,2004.0,Gordon E. Sawyer Award,Takuo Miyagishima
827,2004.0,Award of Commendation,Arthur Widmer
828,2005.0,Actor in a Leading Role,Philip Seymour Hoffman
829,2005.0,Actor in a Supporting Role,George Clooney
830,2005.0,Actress in a Leading Role,Reese Witherspoon
831,2005.0,Actress in a Supporting Role,Rachel Weisz
832,2005.0,Animated Feature Film,Wallace & Gromit in The Curse of the Were-Rabbit
833,2005.0,Art Direction,Memoirs of a Geisha
834,2005.0,Cinematography,Memoirs of a Geisha
835,2005.0,Costume Design,Memoirs of a Geisha
836,2005.0,Directing,Brokeback Mountain
837,2005.0,Documentary (Feature),March of the Penguins
838,2005.0,Documentary (Short Subject),A Note of Triumph: The Golden Age of Norman Corwin
839,2005.0,Film Editing,Crash
840,2005.0,Foreign Language Film,Tsotsi
841,2005.0,Makeup,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe "
842,2005.0,Music (Original Score),Brokeback Mountain
843,2005.0,Music (Original Song),"""It's Hard Out Here For A Pimp"" from Hustle & Flow"
844,2005.0,Best Picture,Crash
845,2005.0,Short Film (Animated),The Moon and the Son: An Imagined Conversation
846,2005.0,Short Film (Live Action),Six Shooter
847,2005.0,Sound Editing,King Kong
848,2005.0,Sound Mixing,King Kong
849,2005.0,Visual Effects,King Kong
850,2005.0,Writing (Adapted Screenplay),Brokeback Mountain
851,2005.0,Writing (Original Screenplay),Crash
852,2005.0,Honorary Award,Robert Altman
853,2005.0,Gordon E. Sawyer Award,Gary Demos
854,2005.0,John A. Bonner Medal of Commendation,Don Hall
855,2006.0,Actor in a Leading Role,Forest Whitaker
856,2006.0,Actor in a Supporting Role,Alan Arkin
857,2006.0,Actress in a Leading Role,Helen Mirren
858,2006.0,Actress in a Supporting Role,Jennifer Hudson
859,2006.0,Animated Feature Film,Happy Feet
860,2006.0,Art Direction,Pan's Labyrinth
861,2006.0,Cinematography,Pan's Labyrinth
862,2006.0,Costume Design,Marie Antoinette
863,2006.0,Directing,The Departed
864,2006.0,Documentary (Feature),An Inconvenient Truth
865,2006.0,Documentary (Short Subject),The Blood of Yingzhou District
866,2006.0,Film Editing,The Departed
867,2006.0,Foreign Language Film,The Lives of Others
868,2006.0,Makeup,Pan's Labyrinth
869,2006.0,Music (Original Score),Babel
870,2006.0,Music (Original Song),"""I Need To Wake Up"" from An Inconvenient Truth"
871,2006.0,Best Picture,The Departed
872,2006.0,Short Film (Animated),The Danish Poet
873,2006.0,Short Film (Live Action),West Bank Story
874,2006.0,Sound Editing,Letters from Iwo Jima
875,2006.0,Sound Mixing,Dreamgirls
876,2006.0,Visual Effects,Pirates of the Caribbean: Dead Man's Chest
877,2006.0,Writing (Adapted Screenplay),The Departed
878,2006.0,Writing (Original Screenplay),Little Miss Sunshine
879,2006.0,Jean Hersholt Humanitarian Award,Sherry Lansing
880,2006.0,Honorary Award,Ennio Morricone
881,2006.0,Gordon E. Sawyer Award,Ray Feeney
882,2006.0,Award of Commendation,"Ioan Allen, J. Wayne Anderson, Mary Ann Anderson, Ted Costas, Paul R. Goldberg, Shawn Jones, Thomas Kuhn, Dr. Alan Masson, Colin Mossman, Martin Richards, Frank Ricotta and Richard C. Sehlin"
883,2006.0,John A. Bonner Medal of Commendation,Richard Edlund
884,2007.0,Actor in a Leading Role,Daniel Day-Lewis
885,2007.0,Actor in a Supporting Role,Javier Bardem
886,2007.0,Actress in a Leading Role,Marion Cotillard
887,2007.0,Actress in a Supporting Role,Tilda Swinton
888,2007.0,Animated Feature Film,Ratatouille
889,2007.0,Art Direction,Sweeney Todd The Demon Barber of Fleet Street
890,2007.0,Cinematography,There Will Be Blood
891,2007.0,Costume Design,Elizabeth: The Golden Age
892,2007.0,Directing,No Country for Old Men
893,2007.0,Documentary (Feature),Taxi to the Dark Side
894,2007.0,Documentary (Short Subject),Freeheld
895,2007.0,Film Editing,The Bourne Ultimatum
896,2007.0,Foreign Language Film,The Counterfeiters
897,2007.0,Makeup,La Vie en Rose
898,2007.0,Music (Original Score),Atonement
899,2007.0,Music (Original Song),"""Falling Slowly"" from Once"
900,2007.0,Best Picture,No Country for Old Men
901,2007.0,Short Film (Animated),Peter & the Wolf
902,2007.0,Short Film (Live Action),Le Mozart des Pickpockets (The Mozart of Pickpockets)
903,2007.0,Sound Editing,The Bourne Ultimatum
904,2007.0,Sound Mixing,The Bourne Ultimatum
905,2007.0,Visual Effects,The Golden Compass
906,2007.0,Writing (Adapted Screenplay),No Country for Old Men
907,2007.0,Writing (Original Screenplay),Juno
908,2007.0,Honorary Award,Robert Boyle
909,2007.0,Gordon E. Sawyer Award,David A. Grafton
910,2007.0,Award of Commendation,Jonathan Erland
911,2007.0,John A. Bonner Medal of Commendation,David Inglish
912,2008.0,Actor in a Leading Role,Sean Penn
913,2008.0,Actor in a Supporting Role,Heath Ledger
914,2008.0,Actress in a Leading Role,Kate Winslet
915,2008.0,Actress in a Supporting Role,Penélope Cruz
916,2008.0,Animated Feature Film,WALL-E
917,2008.0,Art Direction,The Curious Case of Benjamin Button
918,2008.0,Cinematography,Slumdog Millionaire
919,2008.0,Costume Design,The Duchess
920,2008.0,Directing,Slumdog Millionaire
921,2008.0,Documentary (Feature),Man on Wire
922,2008.0,Documentary (Short Subject),Smile Pinki
923,2008.0,Film Editing,Slumdog Millionaire
924,2008.0,Foreign Language Film,Departures
925,2008.0,Makeup,The Curious Case of Benjamin Button
926,2008.0,Music (Original Score),Slumdog Millionaire
927,2008.0,Music (Original Song),"""Jai Ho"" from Slumdog Millionaire"
928,2008.0,Best Picture,Slumdog Millionaire
929,2008.0,Short Film (Animated),La Maison en Petits Cubes
930,2008.0,Short Film (Live Action),Spielzeugland (Toyland)
931,2008.0,Sound Editing,The Dark Knight
932,2008.0,Sound Mixing,Slumdog Millionaire
933,2008.0,Visual Effects,The Curious Case of Benjamin Button
934,2008.0,Writing (Adapted Screenplay),Slumdog Millionaire
935,2008.0,Writing (Original Screenplay),Milk
936,2008.0,Jean Hersholt Humanitarian Award,Jerry Lewis
937,2008.0,Gordon E. Sawyer Award,Ed Catmull
938,2008.0,John A. Bonner Medal of Commendation,Mark Kimball
939,2009.0,Actor in a Leading Role,Jeff Bridges
940,2009.0,Actor in a Supporting Role,Christoph Waltz
941,2009.0,Actress in a Leading Role,Sandra Bullock
942,2009.0,Actress in a Supporting Role,Mo'Nique
943,2009.0,Animated Feature Film,Up
944,2009.0,Art Direction,Avatar
945,2009.0,Cinematography,Avatar
946,2009.0,Costume Design,The Young Victoria
947,2009.0,Directing,The Hurt Locker
948,2009.0,Documentary (Feature),The Cove
949,2009.0,Documentary (Short Subject),Music by Prudence
950,2009.0,Film Editing,The Hurt Locker
951,2009.0,Foreign Language Film,The Secret in Their Eyes
952,2009.0,Makeup,Star Trek
953,2009.0,Music (Original Score),Up
954,2009.0,Music (Original Song),"""The Weary Kind (Theme From Crazy Heart)"" from Crazy Heart"
955,2009.0,Best Picture,The Hurt Locker
956,2009.0,Short Film (Animated),Logorama
957,2009.0,Short Film (Live Action),The New Tenants
958,2009.0,Sound Editing,The Hurt Locker
959,2009.0,Sound Mixing,The Hurt Locker
960,2009.0,Visual Effects,Avatar
961,2009.0,Writing (Adapted Screenplay),Precious: Based on the Novel 'Push' by Sapphire
962,2009.0,Writing (Original Screenplay),The Hurt Locker
963,2009.0,Honorary Award,Lauren Bacall
964,2009.0,Honorary Award,Roger Corman
965,2009.0,Honorary Award,Gordon Willis
966,2009.0,Irving G. Thalberg Memorial Award,John Calley
967,2010.0,Actor in a Leading Role,Colin Firth
968,2010.0,Actor in a Supporting Role,Christian Bale
969,2010.0,Actress in a Leading Role,Natalie Portman
970,2010.0,Actress in a Supporting Role,Melissa Leo
971,2010.0,Animated Feature Film,Toy Story 3
972,2010.0,Art Direction,Alice in Wonderland
973,2010.0,Cinematography,Inception
974,2010.0,Costume Design,Alice in Wonderland
975,2010.0,Directing,The King's Speech
976,2010.0,Documentary (Feature),Inside Job
977,2010.0,Documentary (Short Subject),Strangers No More
978,2010.0,Film Editing,The Social Network
979,2010.0,Foreign Language Film,In a Better World
980,2010.0,Makeup,The Wolfman
981,2010.0,Music (Original Score),The Social Network
982,2010.0,Music (Original Song),"""We Belong Together"" from Toy Story 3"
983,2010.0,Best Picture,The King's Speech
984,2010.0,Short Film (Animated),The Lost Thing
985,2010.0,Short Film (Live Action),God of Love
986,2010.0,Sound Editing,Inception
987,2010.0,Sound Mixing,Inception
988,2010.0,Visual Effects,Inception
989,2010.0,Writing (Adapted Screenplay),The Social Network
990,2010.0,Writing (Original Screenplay),The King's Speech
991,2010.0,Honorary Award,Kevin Brownlow
992,2010.0,Honorary Award,Jean-Luc Godard
993,2010.0,Honorary Award,Eli Wallach
994,2010.0,Irving G. Thalberg Memorial Award,Francis Ford Coppola
995,2010.0,John A. Bonner Medal of Commendation,Denny Clairmont
996,2011.0,Actor in a Leading Role,Jean Dujardin
997,2011.0,Actor in a Supporting Role,Christopher Plummer
998,2011.0,Actress in a Leading Role,Meryl Streep
999,2011.0,Actress in a Supporting Role,Octavia Spencer
1000,2011.0,Animated Feature Film,Rango
1001,2011.0,Art Direction,Hugo
1002,2011.0,Cinematography,Hugo
1003,2011.0,Costume Design,The Artist
1004,2011.0,Directing,The Artist
1005,2011.0,Documentary (Feature),Undefeated
1006,2011.0,Documentary (Short Subject),Saving Face
1007,2011.0,Film Editing,The Girl with the Dragon Tattoo
1008,2011.0,Foreign Language Film,A Separation
1009,2011.0,Makeup,The Iron Lady
1010,2011.0,Music (Original Score),The Artist
1011,2011.0,Music (Original Song),"""Man Or Muppet"" from The Muppets"
1012,2011.0,Best Picture,The Artist
1013,2011.0,Short Film (Animated),The Fantastic Flying Books of Mr. Morris Lessmore
1014,2011.0,Short Film (Live Action),The Shore
1015,2011.0,Sound Editing,Hugo
1016,2011.0,Sound Mixing,Hugo
1017,2011.0,Visual Effects,Hugo
1018,2011.0,Writing (Adapted Screenplay),The Descendants
1019,2011.0,Writing (Original Screenplay),Midnight in Paris
1020,2011.0,Jean Hersholt Humanitarian Award,Oprah Winfrey
1021,2011.0,Honorary Award,James Earl Jones.
1022,2011.0,Honorary Award,Dick Smith
1023,2011.0,Gordon E. Sawyer Award,Douglas Trumbull
1024,2011.0,John A. Bonner Medal of Commendation,Jonathan Erland
1025,2012.0,Actor in a Leading Role,Daniel Day-Lewis
1026,2012.0,Actor in a Supporting Role,Christoph Waltz
1027,2012.0,Actress in a Leading Role,Jennifer Lawrence
1028,2012.0,Actress in a Supporting Role,Anne Hathaway
1029,2012.0,Animated Feature Film,Brave
1030,2012.0,Cinematography,Life of Pi
1031,2012.0,Costume Design,Anna Karenina
1032,2012.0,Directing,Life of Pi
1033,2012.0,Documentary (Feature),Searching for Sugar Man
1034,2012.0,Documentary (Short Subject),Inocente
1035,2012.0,Film Editing,Argo
1036,2012.0,Foreign Language Film,Amour
1037,2012.0,Makeup and Hairstyling,Les Misérables
1038,2012.0,Music (Original Score),Life of Pi
1039,2012.0,Music (Original Song),"""Skyfall"" from Skyfall"
1040,2012.0,Best Picture,Argo
1041,2012.0,Production Design,Lincoln
1042,2012.0,Short Film (Animated),Paperman
1043,2012.0,Short Film (Live Action),Curfew
1044,2012.0,Sound Editing,Skyfall
1045,2012.0,Sound Editing,Zero Dark Thirty
1046,2012.0,Sound Mixing,Les Misérables
1047,2012.0,Visual Effects,Life of Pi
1048,2012.0,Writing (Adapted Screenplay),Argo
1049,2012.0,Writing (Original Screenplay),Django Unchained
1050,2012.0,Jean Hersholt Humanitarian Award,Jeffrey Katzenberg
1051,2012.0,Honorary Award,Hal Needham
1052,2012.0,Honorary Award,D.A. Pennebaker
1053,2012.0,Honorary Award,"George Stevens, Jr."
1054,2012.0,John A. Bonner Medal of Commendation,Bill Taylor
1055,2013.0,Actor in a Leading Role,Matthew McConaughey
1056,2013.0,Actor in a Supporting Role,Jared Leto
1057,2013.0,Actress in a Leading Role,Cate Blanchett
1058,2013.0,Actress in a Supporting Role,Lupita Nyong'o
1059,2013.0,Animated Feature Film,Frozen
1060,2013.0,Cinematography,Gravity
1061,2013.0,Costume Design,The Great Gatsby
1062,2013.0,Directing,Gravity
1063,2013.0,Documentary (Feature),20 Feet from Stardom
1064,2013.0,Documentary (Short Subject),The Lady in Number 6: Music Saved My Life
1065,2013.0,Film Editing,Gravity
1066,2013.0,Foreign Language Film,The Great Beauty
1067,2013.0,Makeup and Hairstyling,Dallas Buyers Club
1068,2013.0,Music (Original Score),Gravity
1069,2013.0,Music (Original Song),"""Let It Go"" from Frozen"
1070,2013.0,Best Picture,12 Years a Slave
1071,2013.0,Production Design,The Great Gatsby
1072,2013.0,Short Film (Animated),Mr. Hublot
1073,2013.0,Short Film (Live Action),Helium
1074,2013.0,Sound Editing,Gravity
1075,2013.0,Sound Mixing,Gravity
1076,2013.0,Visual Effects,Gravity
1077,2013.0,Writing (Adapted Screenplay),12 Years a Slave
1078,2013.0,Writing (Original Screenplay),Her
1079,2013.0,Jean Hersholt Humanitarian Award,Angelina Jolie
1080,2013.0,Honorary Award,Angela Lansbury
1081,2013.0,Honorary Award,Steve Martin
1082,2013.0,Honorary Award,Piero Tosi
1083,2013.0,Gordon E. Sawyer Award,Peter W. Anderson
1084,2013.0,John A. Bonner Medal of Commendation,"Charles ""Tad"" Marburg"
1085,2014.0,Actor in a Leading Role,Eddie Redmayne
1086,2014.0,Actor in a Supporting Role,J.K. Simmons
1087,2014.0,Actress in a Leading Role,Julianne Moore
1088,2014.0,Actress in a Supporting Role,Patricia Arquette
1089,2014.0,Animated Feature Film,Big Hero 6
1090,2014.0,Cinematography,Birdman or (The Unexpected Virtue of Ignorance)
1091,2014.0,Costume Design,The Grand Budapest Hotel
1092,2014.0,Directing,Birdman or (The Unexpected Virtue of Ignorance)
1093,2014.0,Documentary (Feature),CitizenFour
1094,2014.0,Documentary (Short Subject),Crisis Hotline: Veterans Press 1
1095,2014.0,Film Editing,Whiplash
1096,2014.0,Foreign Language Film,Ida
1097,2014.0,Makeup and Hairstyling,The Grand Budapest Hotel
1098,2014.0,Music (Original Score),The Grand Budapest Hotel
1099,2014.0,Music (Original Song),"""Glory"" from Selma"
1100,2014.0,Best Picture,Birdman or (The Unexpected Virtue of Ignorance)
1101,2014.0,Production Design,The Grand Budapest Hotel
1102,2014.0,Short Film (Animated),Feast
1103,2014.0,Short Film (Live Action),The Phone Call
1104,2014.0,Sound Editing,American Sniper
1105,2014.0,Sound Mixing,Whiplash
1106,2014.0,Visual Effects,Interstellar
1107,2014.0,Writing (Adapted Screenplay),The Imitation Game
1108,2014.0,Writing (Original Screenplay),Birdman or (The Unexpected Virtue of Ignorance)
1109,2014.0,Jean Hersholt Humanitarian Award,Harry Belafonte
1110,2014.0,Honorary Award,Jean-Claude Carrière
1111,2014.0,Honorary Award,Hayao Miyazaki
1112,2014.0,Honorary Award,Maureen O'Hara
1113,2014.0,Gordon E. Sawyer Award,David Winchester Gray
1114,2014.0,Award of Commendation,"Steven Tiffen, Jeff Cohen and Michael Fecik"
1115,2015.0,Actor in a Leading Role,Leonardo DiCaprio
1116,2015.0,Actor in a Supporting Role,Mark Rylance
1117,2015.0,Actress in a Leading Role,Brie Larson
1118,2015.0,Actress in a Supporting Role,Alicia Vikander
1119,2015.0,Animated Feature Film,Inside Out
1120,2015.0,Costume Design,Mad Max: Fury Road
1121,2015.0,Directing,The Revenant
1122,2015.0,Documentary (Feature),Amy
1123,2015.0,Documentary (Short Subject),A Girl in the River: The Price of Forgiveness
1124,2015.0,Film Editing,Mad Max: Fury Road
1125,2015.0,Foreign Language Film,Son of Saul
1126,2015.0,Makeup and Hairstyling,Mad Max: Fury Road
1127,2015.0,Music (Original Score),The Hateful Eight
1128,2015.0,Music (Original Song),Writing's On The Wall from Spectre
1129,2015.0,Best Picture,Spotlight
1130,2015.0,Production Design,Mad Max: Fury Road
1131,2015.0,Short Film (Animated),Bear Story
1132,2015.0,Short Film (Live Action),Stutterer
1133,2015.0,Sound Editing,Mad Max: Fury Road
1134,2015.0,Sound Mixing,Mad Max: Fury Road
1135,2015.0,Visual Effects,Ex Machina
1136,2015.0,Writing (Adapted Screenplay),The Big Short
1137,2015.0,Writing (Original Screenplay),Spotlight
1138,2015.0,Jean Hersholt Humanitarian Award,Debbie Reynolds
1139,2015.0,Honorary Award,Spike Lee
1140,2015.0,Honorary Award,Gena Rowlands
